source_group,source_file,source_ids,page,page_count,legacy_covered,priority,selection_reason,candidate_type,markets,companies,ownership_signals,applications,geographies,metrics,company_metrics,units,risk_flags,score,visual_review_status
actuals,25_1Q_Script.pdf,,2,17,N,P2,정량키워드,시장,EV|ESS,,,Grid/Utility,북미|유럽,출하량|수요|캐파,출하량|캐파,%,,11,대기
actuals,25_3Q_Script.pdf,,7,22,N,P2,정량키워드,시장,EV|ESS,,,데이터센터|Grid/Utility,미국|유럽|중국,수요|침투율|성장률,,%,,11,대기
actuals,25_3Q_Script.pdf,,13,22,N,P2,정량키워드,시장,EV|ESS,,,Grid/Utility,글로벌|북미|유럽|중국,수요|CAPA,CAPA,%|GWH,수주·계약,11,대기
actuals,25_4Q_Script.pdf,,4,18,N,P2,정량키워드,시장,EV|ESS,,,데이터센터|Grid/Utility,글로벌|북미,설치량|수요,,%,,11,대기
actuals,26_1Q_Script.pdf,2026_1Q_LGES,3,14,N,P2,정량키워드,시장,EV|ESS,,,Grid/Utility,글로벌|북미,수요|CAPA,CAPA,%|GWH,수주·계약,11,대기
actuals,26_2Q_Script.pdf,2026_2Q_LGES,1,11,N,P2,정량키워드,시장,EV|ESS,,,Grid/Utility,북미|유럽,출하량|수요|CAPA,출하량|CAPA,%,수주·계약,11,대기
actuals,26_2Q_Script.pdf,2026_2Q_LGES,7,11,N,P2,정량키워드,시장,EV|ESS,,,데이터센터,북미|미국|중국,생산량|수요|CAPA,생산량|CAPA,%|MWH,,11,대기
actuals,SK이노베이션_실적발표_1Q25 국문_F.pdf,SK온|SK이노베이션,4,19,N,P1,정량키워드,시장·회사,EV,SK온,,,미국,판매량,판매량,GWH|만대,수주·계약,11,대기
actuals,SK이노베이션_실적발표_1Q25 국문_F.pdf,SK온|SK이노베이션,18,19,N,P1,정량키워드,회사,,,JV,,북미|미국|유럽|중국|한국,생산능력|capacity,생산능력|capacity,GWH,,11,채택
actuals,SK이노베이션_실적발표_3Q25 국문.pdf,SK온|SK이노베이션,13,19,N,P2,정량키워드,시장,EV|ESS,SK온,,,유럽,판매량|수요,판매량,%,,11,대기
inbox,DB증권_SK이노베이션_실적 추가 상향 대비_20260731.pdf,2026-07-31_DB증권_SK온,1,3,N,P2,정량키워드,시장,EV,SK온,,,중국|한국,YoY,,%,,11,대기
inbox,IBK투자증권_LG에너지솔루션_매 분기 성장 예정_20260504.pdf,2026-05-04_IBK투자증권_LGES,4,6,N,P2,정량키워드,시장·회사,ESS,LG에너지솔루션,,,북미,CAPA,CAPA,GWH,,11,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,15,136,N,P2,정량키워드,시장,EV,Tesla,,,글로벌|미국|유럽|중국,판매량|성장률,판매량,%,,11,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,38,136,N,P2,정량키워드,회사,,CATL|Tesla,,,유럽|중국,판매량|출하량|YoY,판매량|출하량,%|GWH|MWH,,11,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,65,136,N,P2,정량키워드,시장,EV,CATL|Tesla,,,유럽,YoY,,%|MWH,,11,대기
inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,107,136,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI,,,,출하량|수요|침투율|YoY|CAPA,출하량|CAPA,%,수주·계약,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,7,116,N,P2,정량키워드,회사,,Tesla,,,북미|미국,판매량|생산량|CAPA,판매량|생산량|CAPA,%|GWH,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,9,116,N,P2,정량키워드,시장,EV,LG에너지솔루션|CATL|Panasonic|Tesla,,,글로벌|북미,침투율,,%,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,13,116,N,P2,정량키워드,회사,,LG에너지솔루션|SK온|CATL|BYD|Panasonic|CALB|Tesla,,,글로벌|북미|유럽|중국|한국,출하량|점유율|YoY,출하량,%|GWH,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,19,116,N,P2,정량키워드,회사,,LG에너지솔루션|삼성SDI|CATL,,,북미|유럽|중국|한국,용량|CAPA,CAPA,%|GWH,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,30,116,N,P2,정량키워드,시장,EV,,,,북미|미국,판매량|생산량|생산능력|CAPA,판매량|생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,35,116,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국,판매량|생산량|생산능력|CAPA,판매량|생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,41,116,N,P2,정량키워드,회사,,Tesla,,,북미|미국,판매량|용량|CAPA,판매량|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,45,116,N,P2,정량키워드,시장,EV,,,,북미|미국|한국,생산량|생산능력|CAPA,생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,49,116,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국,생산량|생산능력|CAPA,생산량|생산능력|CAPA,%|GWH|만대,수주·계약,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,52,116,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국,생산량|생산능력|CAPA,생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,55,116,N,P2,정량키워드,시장,EV,,,,북미|미국|유럽|중국,생산량|생산능력|점유율|CAPA,생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,57,116,N,P2,정량키워드,시장,EV,,,,북미|미국|유럽,생산량|생산능력|CAPA,생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,60,116,N,P2,정량키워드,시장,EV,,,,북미|미국,판매량|생산량|생산능력|CAPA,판매량|생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,63,116,N,P2,정량키워드,시장,EV,,,,북미|미국|유럽,판매량|생산량|생산능력|점유율|CAPA,판매량|생산량|생산능력|CAPA,%|GWH|만대,,11,대기
inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,2,9,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|SK온|CATL,,,,판매량|침투율|성장률,판매량,%,,11,대기
inbox,KB증권_LG에너지솔루션_2026년 미국 사업 ESS가 EV 미국 출하량 뛰어넘을 것_20260226.pdf,2026-02-26_KB증권_LGES,2,9,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|SK온|CATL,,,,판매량|침투율|성장률,판매량,%,,11,대기
inbox,KB증권_LG에너지솔루션_2026년 미국 사업 ESS가 EV 미국 출하량 뛰어넘을 것_20260226.pdf,2026-02-26_KB증권_LGES,6,9,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,JV,,,성장률,,%,,11,대기
inbox,KB증권_LG에너지솔루션_상반기 바닥 확인_20260730.pdf,2026-07-30_KB증권_LGES,2,8,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|SK온|CATL,,,,판매량|침투율|성장률,판매량,%,,11,대기
inbox,KB증권_LG에너지솔루션_상반기 바닥 확인_20260730.pdf,2026-07-30_KB증권_LGES,5,8,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,JV,,,성장률,,%,,11,대기
inbox,"KB증권_LG에너지솔루션_투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작_20260604.pdf",2026-06-04_KB증권_LGES,2,10,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|SK온|CATL,,,,판매량|침투율|성장률,판매량,%,,11,대기
inbox,"KB증권_LG에너지솔루션_투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작_20260604.pdf",2026-06-04_KB증권_LGES,3,10,N,P2,정량키워드,시장·회사,EV,LG에너지솔루션,,,미국,판매량,판매량,GWH,,11,대기
inbox,"KB증권_LG에너지솔루션_투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작_20260604.pdf",2026-06-04_KB증권_LGES,7,10,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,JV,,,성장률,,%,,11,대기
inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,2,12,N,P2,정량키워드,시장,EV,삼성SDI|SK온,,,,침투율|성장률,,%,,11,대기
inbox,KB증권_SK이노베이션_정유. 사. 3Q도 증익 가능성. 배터리 재평가도 필요하다_20260731.pdf,2026-07-30_KB증권_SK온,2,10,N,P2,정량키워드,시장,EV,삼성SDI|SK온,,,,침투율|성장률,,%,,11,대기
inbox,"KB증권_SK이노베이션_호르무즈 영향으로, 9개 사업부 모두 대폭 증익!_20260513.pdf",2026-05-13_KB증권_SK온,1,9,N,P2,정량키워드,시장,EV,SK온,,,글로벌|미국|유럽|한국,판매량,판매량,%,,11,대기
inbox,"KB증권_SK이노베이션_호르무즈 영향으로, 9개 사업부 모두 대폭 증익!_20260513.pdf",2026-05-13_KB증권_SK온,2,9,N,P2,정량키워드,시장,EV,삼성SDI|SK온,,,,침투율|성장률,,%,,11,대기
inbox,"LS증권_LG에너지솔루션_4월 EV향 data, DTE 수주 및 미국 ESS_20260602.pdf",2026-06-02_LS증권_LGES,3,18,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온|Panasonic|Tesla,,,글로벌|북미|미국|유럽|중국|한국,판매량,판매량,%,,11,대기
inbox,LS증권_SK이노베이션_업데이트 노트_20260615.pdf,2026-06-15_LS증권_SK온,4,17,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온,,,글로벌|북미|미국|유럽|중국|한국,판매량,판매량,%,,11,대기
inbox,LS증권_SK이노베이션_업데이트 노트_20260615.pdf,2026-06-15_LS증권_SK온,5,17,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온,,,글로벌,수요,,%,,11,대기
inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,3,16,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온|CATL|BYD|CALB,,,글로벌|중국,수요,,%,,11,대기
inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,5,16,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온,,,글로벌|북미|미국|유럽|중국|한국,판매량,판매량,%,,11,대기
inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,6,16,N,P2,정량키워드,시장,EV,SK온,,,글로벌,수요,,%,,11,대기
inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,7,16,N,P2,정량키워드,시장,EV,LG에너지솔루션|SK온,,,,용량,,%|GWH,,11,대기
inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,11,16,N,P2,정량키워드,시장,EV,,,,글로벌|중국,판매량|수요|성장률|CAPA,판매량|CAPA,%|GWH,,11,대기
inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,12,16,N,P2,정량키워드,회사,,,JV,,글로벌|북미|미국|유럽|중국|한국,CAPA,CAPA,%|GWH,,11,채택
inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,4,14,N,P2,정량키워드,시장,EV,삼성SDI,,,글로벌|북미|미국|유럽|중국,판매량,판매량,%,,11,대기
inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,6,14,N,P2,정량키워드,시장,EV,삼성SDI,,,글로벌|유럽,판매량,판매량,%,,11,대기
inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,8,14,N,P2,정량키워드,시장,EV,삼성SDI|CATL|Panasonic,,,글로벌|한국,용량,,MWH,,11,대기
inbox,NH투자증권_LG에너지솔루션_1Q26 실적 저점 확인_20260408.pdf,2026-04-08_NH투자증권_LGES,5,9,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,,출하량,출하량,%|GWH,,11,대기
inbox,NH투자증권_LG에너지솔루션_명확한 회복세_20260731.pdf,2026-07-31_NH투자증권_LGES,6,10,N,P2,정량키워드,시장·회사,ESS,LG에너지솔루션,,,,출하량,출하량,%|GWH,,11,대기
inbox,NH투자증권_LG에너지솔루션_점진적인 개선세_20260625.pdf,2026-06-25_NH투자증권_LGES,6,9,N,P2,정량키워드,시장·회사,ESS,LG에너지솔루션,,,,출하량,출하량,%|GWH,,11,대기
inbox,NH투자증권_LG에너지솔루션_테슬라 유럽 판매 회복에 대비할 필요_20260323.pdf,2026-03-23_NH투자증권_LGES,1,9,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,,유럽|중국|한국,판매량,판매량,%,,11,대기
inbox,NH투자증권_LG에너지솔루션_테슬라 유럽 판매 회복에 대비할 필요_20260323.pdf,2026-03-23_NH투자증권_LGES,5,9,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,,출하량,출하량,%|GWH,,11,대기
inbox,NH투자증권_LG에너지솔루션_하반기부터 질적 개선_20260504.pdf,2026-05-04_NH투자증권_LGES,1,9,N,P3,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,,미국|유럽|한국,수요,,%,수주·계약,11,대기
inbox,NH투자증권_LG에너지솔루션_하반기부터 질적 개선_20260504.pdf,2026-05-04_NH투자증권_LGES,4,9,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|삼성SDI|Tesla,,,미국|중국|한국,판매량|설치용량|용량,판매량,GWH,,11,대기
inbox,NH투자증권_LG에너지솔루션_하반기부터 질적 개선_20260504.pdf,2026-05-04_NH투자증권_LGES,5,9,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,,출하량,출하량,%|GWH,,11,대기
inbox,NH투자증권_삼성SDI_7분기만에 흑자전환 성공_20260731.pdf,2026-07-31_NH투자증권_삼성SDI,5,9,N,P2,정량키워드,시장,EV,삼성SDI,,,유럽,점유율,,%,,11,대기
inbox,"SK증권_삼성SDI_저점은 지났다, 회복의 축은 ESS소형_20260609.pdf",2026-06-09_SK증권_삼성SDI,2,7,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,,성장률|YoY,,%,,11,대기
inbox,"SK증권_전자장비와기기_K-배터리, 네 가지 위기와 미래 승부수_20250610.pdf",2025-06-10_SK증권_산업,11,64,N,P2,정량키워드,회사,,삼성SDI,,,유럽,출하량|점유율|성장률|캐파,출하량|캐파,%|GWH,,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,2,142,N,P3,정량키워드,시장,EV|ESS,,JV,,글로벌|미국,수요,,%,수주·계약,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,6,142,N,P2,정량키워드,시장,EV,삼성SDI,,,,출하량|성장률,출하량,%,,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,23,142,N,P2,정량키워드,시장,EV,삼성SDI,,,,판매량|출하량|침투율|성장률,판매량|출하량,%,,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,24,142,N,P2,정량키워드,시장,EV,CATL|BYD,,,미국|중국|한국,성장률,,%,,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,70,142,N,P2,정량키워드,시장,EV|ESS,,,,중국,출하량|생산능력|점유율|캐파|CAPA,출하량|생산능력|캐파|CAPA,%|GWH,수주·계약,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,83,142,N,P3,정량키워드,시장,EV|ESS,,JV,,,성장률,,%,수주·계약,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,133,142,N,P2,정량키워드,시장,EV,SK온,,,,성장률|YoY,,%,,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,137,142,N,P2,정량키워드,회사,,SK온,,,미국|유럽|중국|한국,YoY|캐파,캐파,%|GWH,,11,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,139,142,N,P2,정량키워드,시장,EV|ESS,SK온,,,미국|유럽|중국|한국,캐파,캐파,%,,11,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,10,25,N,P2,정량키워드,시장,EV|ESS,,,,글로벌,판매량|출하량|수요|성장률,판매량|출하량,%|GWH|만대,,11,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,11,25,N,P2,정량키워드,시장,EV,,,,북미|미국|한국,출하량|수요|성장률|YoY,출하량,%|대,,11,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,15,25,N,P2,정량키워드,시장,EV|ESS,,,,글로벌|미국,수요|점유율|성장률|YoY,,%|GWH,,11,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,17,25,N,P2,정량키워드,시장,EV|ESS,,,,북미|미국|중국|한국,수요|점유율|캐파,캐파,%|GWH,,11,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,18,25,N,P2,정량키워드,시장,EV,CATL|BYD,,,글로벌|중국|한국,용량|점유율,,%,,11,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,23,25,N,P2,정량키워드,시장,EV|ESS,Panasonic,,,글로벌|중국|한국,수요|캐파,캐파,%,,11,대기
inbox,iM증권_LG에너지솔루션_1Q26 저점으로 ESS 중심 실적 회복세 전망_20260408.pdf,2026-04-08_iM증권_LGES,2,6,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,JV,,,YoY,,%,,11,대기
inbox,iM증권_LG에너지솔루션_1Q26 저점으로 ESS 중심 실적 회복세 전망_20260408.pdf,2026-04-08_iM증권_LGES,3,6,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,,출하량|YoY,출하량,GWH,,11,대기
inbox,iM증권_LG에너지솔루션_ESS 수주가 다 찼다_20260511.pdf,2026-05-11_iM증권_LGES,2,6,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,JV,,,YoY,,%,,11,대기
inbox,iM증권_LG에너지솔루션_ESS 수주가 다 찼다_20260511.pdf,2026-05-11_iM증권_LGES,3,6,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,,출하량|YoY,출하량,GWH,,11,대기
inbox,iM증권_LG에너지솔루션_ESS의 가파른 성장세 본격화_20260630.pdf,2026-06-30_iM증권_LGES,2,7,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,JV,,,YoY,,%,,11,대기
inbox,iM증권_LG에너지솔루션_하반기에도 ESS 중심 실적 개선세 지속_20260731.pdf,2026-07-31_iM증권_LGES,2,6,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,JV,,,YoY,,%,,11,대기
inbox,iM증권_SK이노베이션_전 사업부에서 누리는 고유가 + ESS 확대 기회_20260511.pdf,2026-05-11_iM증권_SK온,3,9,N,P2,정량키워드,시장·회사,ESS,SK온,,,,판매량,판매량,%|GW,,11,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,11,20,N,P2,정량키워드,시장,EV|ESS,,,데이터센터,미국|중국|한국,수요|점유율,,%,,11,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,18,20,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI,,,북미|미국|유럽|한국,수요,,대,,11,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,5,45,N,P2,정량키워드,시장,EV|ESS,,,,미국,판매량|생산능력|수요|용량|YoY,판매량|생산능력,%|GWH|TWH|만대,,11,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,40,45,N,P2,정량키워드,시장,EV|ESS,,,데이터센터|Grid/Utility,미국|중국,판매량|출하량|수요|YoY,판매량|출하량,%,수주·계약,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,4,120,N,P2,정량키워드,시장,EV,CATL|Tesla,,,중국,용량,,%|대,,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,16,120,N,P2,정량키워드,시장,EV,LG에너지솔루션|CATL|BYD|Tesla,,,중국,용량,,%|대,,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,55,120,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,,유럽|중국,판매량,판매량,%,,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,57,120,N,P2,정량키워드,회사,,,JV,,미국,판매량|캐파,판매량|캐파,%|GWH,,11,채택
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,71,120,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,판매량|출하량|캐파,%|GWH,수주·계약,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,77,120,N,P2,정량키워드,시장,EV|ESS,,,,글로벌|북미|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,판매량|출하량|캐파,%|GWH,수주·계약,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,89,120,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,판매량|출하량|캐파,%|GWH,수주·계약,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,96,120,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,판매량|출하량|캐파,%|GWH,수주·계약,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,102,120,N,P2,정량키워드,시장,EV,,,,글로벌|북미|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,판매량|출하량|캐파,%|GWH,수주·계약,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,108,120,N,P2,정량키워드,시장,EV,,,,글로벌|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,판매량|출하량|캐파,%|GWH,수주·계약,11,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,115,120,N,P2,정량키워드,시장,EV,,,,글로벌|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,판매량|출하량|캐파,%|GWH,수주·계약,11,대기
inbox,메리츠증권_SK이노베이션_1Q26 Review 예상치 상회_20260514.pdf,2026-05-14_메리츠증권_SK온,1,6,N,P2,정량키워드,시장,EV|ESS,SK온,,,유럽|중국|한국,판매량,판매량,%,수주·계약,11,대기
inbox,버핏연구소_삼성SDI_이차전지 최악 업황 지나고 ESS 쑥쑥_20260521.pdf,2026-05-21_버핏연구소_삼성SDI,2,9,N,P2,정량키워드,시장,EV|ESS,삼성SDI|CATL|BYD,,,유럽|중국|한국,CAPA,CAPA,%,수주·계약,11,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,7,79,N,P2,정량키워드,시장,EV,,,,한국,생산량|생산능력,생산량|생산능력,%|백만대,,11,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,19,79,N,P2,정량키워드,시장,EV,Tesla,,,한국,용량,,대,,11,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,23,79,N,P2,정량키워드,시장,EV,Tesla,,,한국,용량,,%,,11,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,36,79,N,P2,정량키워드,시장,EV,LG에너지솔루션|Tesla,,,미국|한국,용량,,%,,11,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,39,79,N,P2,정량키워드,회사,,LG에너지솔루션,JV,,미국|한국,생산능력,생산능력,%|GW,,11,대기
